sampleID	Plasmid_Dose	Replicate	TF	Well	CellType	PlateNum	TF_Dose	sampleName	peakFilename	bamFilenameFull
347	0.5	1	KLF4	C4	HEK293T	3	KLF4_0.5	347_HEK293T_P3C4_KLF4_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3C4_KLF4_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C4_KLF4_d050.noMT.filtered.deduped.bam
348	0.5	2	KLF4	D4	HEK293T	3	KLF4_0.5	348_HEK293T_P3D4_KLF4_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3D4_KLF4_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D4_KLF4_d050.noMT.filtered.deduped.bam
349	0.5	1	KLF1	E4	HEK293T	3	KLF1_0.5	349_HEK293T_P3E4_KLF1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3E4_KLF1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E4_KLF1_d050.noMT.filtered.deduped.bam
350	0.5	2	KLF1	F4	HEK293T	3	KLF1_0.5	350_HEK293T_P3F4_KLF1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3F4_KLF1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F4_KLF1_d050.noMT.filtered.deduped.bam
351	0.5	3	KLF1	G4	HEK293T	3	KLF1_0.5	351_HEK293T_P3G4_KLF1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3G4_KLF1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G4_KLF1_d050.noMT.filtered.deduped.bam
352	0.5	4	KLF1	H4	HEK293T	3	KLF1_0.5	352_HEK293T_P3H4_KLF1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3H4_KLF1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H4_KLF1_d050.noMT.filtered.deduped.bam
353	0.25	1	OCT4	A5	HEK293T	3	OCT4_0.25	353_HEK293T_P3A5_OCT4_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3A5_OCT4_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A5_OCT4_d025.noMT.filtered.deduped.bam
354	0.25	2	OCT4	B5	HEK293T	3	OCT4_0.25	354_HEK293T_P3B5_OCT4_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3B5_OCT4_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B5_OCT4_d025.noMT.filtered.deduped.bam
355	0.25	1	KLF4	C5	HEK293T	3	KLF4_0.25	355_HEK293T_P3C5_KLF4_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3C5_KLF4_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C5_KLF4_d025.noMT.filtered.deduped.bam
356	0.25	2	KLF4	D5	HEK293T	3	KLF4_0.25	356_HEK293T_P3D5_KLF4_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3D5_KLF4_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D5_KLF4_d025.noMT.filtered.deduped.bam
357	0.25	1	KLF1	E5	HEK293T	3	KLF1_0.25	357_HEK293T_P3E5_KLF1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3E5_KLF1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E5_KLF1_d025.noMT.filtered.deduped.bam
358	0.25	2	KLF1	F5	HEK293T	3	KLF1_0.25	358_HEK293T_P3F5_KLF1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3F5_KLF1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F5_KLF1_d025.noMT.filtered.deduped.bam
359	0.25	3	KLF1	G5	HEK293T	3	KLF1_0.25	359_HEK293T_P3G5_KLF1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3G5_KLF1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G5_KLF1_d025.noMT.filtered.deduped.bam
360	0.25	4	KLF1	H5	HEK293T	3	KLF1_0.25	360_HEK293T_P3H5_KLF1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3H5_KLF1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H5_KLF1_d025.noMT.filtered.deduped.bam
361	0.05	1	OCT4	A6	HEK293T	3	OCT4_0.05	361_HEK293T_P3A6_OCT4_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3A6_OCT4_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A6_OCT4_d005.noMT.filtered.deduped.bam
362	0.05	2	OCT4	B6	HEK293T	3	OCT4_0.05	362_HEK293T_P3B6_OCT4_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3B6_OCT4_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B6_OCT4_d005.noMT.filtered.deduped.bam
363	0.05	1	KLF4	C6	HEK293T	3	KLF4_0.05	363_HEK293T_P3C6_KLF4_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3C6_KLF4_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C6_KLF4_d005.noMT.filtered.deduped.bam
364	0.05	2	KLF4	D6	HEK293T	3	KLF4_0.05	364_HEK293T_P3D6_KLF4_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3D6_KLF4_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D6_KLF4_d005.noMT.filtered.deduped.bam
365	0.05	1	KLF1	E6	HEK293T	3	KLF1_0.05	365_HEK293T_P3E6_KLF1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3E6_KLF1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E6_KLF1_d005.noMT.filtered.deduped.bam
366	0.05	2	KLF1	F6	HEK293T	3	KLF1_0.05	366_HEK293T_P3F6_KLF1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3F6_KLF1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F6_KLF1_d005.noMT.filtered.deduped.bam
367	0.05	3	KLF1	G6	HEK293T	3	KLF1_0.05	367_HEK293T_P3G6_KLF1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3G6_KLF1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G6_KLF1_d005.noMT.filtered.deduped.bam
368	0.05	4	KLF1	H6	HEK293T	3	KLF1_0.05	368_HEK293T_P3H6_KLF1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3H6_KLF1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H6_KLF1_d005.noMT.filtered.deduped.bam
369	1	1	SOX2	A7	HEK293T	3	SOX2_1	369_HEK293T_P3A7_SOX2_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3A7_SOX2_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A7_SOX2_d100.noMT.filtered.deduped.bam
370	1	2	SOX2	B7	HEK293T	3	SOX2_1	370_HEK293T_P3B7_SOX2_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3B7_SOX2_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B7_SOX2_d100.noMT.filtered.deduped.bam
371	1	1	MYC	C7	HEK293T	3	MYC_1	371_HEK293T_P3C7_MYC_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3C7_MYC_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C7_MYC_d100.noMT.filtered.deduped.bam
372	1	2	MYC	D7	HEK293T	3	MYC_1	372_HEK293T_P3D7_MYC_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3D7_MYC_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D7_MYC_d100.noMT.filtered.deduped.bam
373	1	1	SPI1	E7	HEK293T	3	SPI1_1	373_HEK293T_P3E7_SPI1_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3E7_SPI1_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E7_SPI1_d100.noMT.filtered.deduped.bam
374	1	2	SPI1	F7	HEK293T	3	SPI1_1	374_HEK293T_P3F7_SPI1_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3F7_SPI1_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F7_SPI1_d100.noMT.filtered.deduped.bam
375	1	3	SPI1	G7	HEK293T	3	SPI1_1	375_HEK293T_P3G7_SPI1_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3G7_SPI1_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G7_SPI1_d100.noMT.filtered.deduped.bam
376	1	4	SPI1	H7	HEK293T	3	SPI1_1	376_HEK293T_P3H7_SPI1_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3H7_SPI1_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H7_SPI1_d100.noMT.filtered.deduped.bam
377	0.75	1	SOX2	A8	HEK293T	3	SOX2_0.75	377_HEK293T_P3A8_SOX2_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3A8_SOX2_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A8_SOX2_d075.noMT.filtered.deduped.bam
378	0.75	2	SOX2	B8	HEK293T	3	SOX2_0.75	378_HEK293T_P3B8_SOX2_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3B8_SOX2_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B8_SOX2_d075.noMT.filtered.deduped.bam
379	0.75	1	MYC	C8	HEK293T	3	MYC_0.75	379_HEK293T_P3C8_MYC_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3C8_MYC_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C8_MYC_d075.noMT.filtered.deduped.bam
380	0.75	2	MYC	D8	HEK293T	3	MYC_0.75	380_HEK293T_P3D8_MYC_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3D8_MYC_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D8_MYC_d075.noMT.filtered.deduped.bam
381	0.75	1	SPI1	E8	HEK293T	3	SPI1_0.75	381_HEK293T_P3E8_SPI1_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3E8_SPI1_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E8_SPI1_d075.noMT.filtered.deduped.bam
382	0.75	2	SPI1	F8	HEK293T	3	SPI1_0.75	382_HEK293T_P3F8_SPI1_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3F8_SPI1_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F8_SPI1_d075.noMT.filtered.deduped.bam
383	0.75	3	SPI1	G8	HEK293T	3	SPI1_0.75	383_HEK293T_P3G8_SPI1_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3G8_SPI1_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G8_SPI1_d075.noMT.filtered.deduped.bam
384	0.75	4	SPI1	H8	HEK293T	3	SPI1_0.75	384_HEK293T_P3H8_SPI1_d075	../../output/01-preprocessing/output/peaks/HEK293T_P3H8_SPI1_d075_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H8_SPI1_d075.noMT.filtered.deduped.bam
385	0.5	1	SOX2	A9	HEK293T	3	SOX2_0.5	385_HEK293T_P3A9_SOX2_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3A9_SOX2_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A9_SOX2_d050.noMT.filtered.deduped.bam
386	0.5	2	SOX2	B9	HEK293T	3	SOX2_0.5	386_HEK293T_P3B9_SOX2_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3B9_SOX2_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B9_SOX2_d050.noMT.filtered.deduped.bam
387	0.5	1	MYC	C9	HEK293T	3	MYC_0.5	387_HEK293T_P3C9_MYC_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3C9_MYC_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C9_MYC_d050.noMT.filtered.deduped.bam
388	0.5	2	MYC	D9	HEK293T	3	MYC_0.5	388_HEK293T_P3D9_MYC_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3D9_MYC_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D9_MYC_d050.noMT.filtered.deduped.bam
389	0.5	1	SPI1	E9	HEK293T	3	SPI1_0.5	389_HEK293T_P3E9_SPI1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3E9_SPI1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E9_SPI1_d050.noMT.filtered.deduped.bam
390	0.5	2	SPI1	F9	HEK293T	3	SPI1_0.5	390_HEK293T_P3F9_SPI1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3F9_SPI1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F9_SPI1_d050.noMT.filtered.deduped.bam
391	0.5	3	SPI1	G9	HEK293T	3	SPI1_0.5	391_HEK293T_P3G9_SPI1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3G9_SPI1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G9_SPI1_d050.noMT.filtered.deduped.bam
392	0.5	4	SPI1	H9	HEK293T	3	SPI1_0.5	392_HEK293T_P3H9_SPI1_d050	../../output/01-preprocessing/output/peaks/HEK293T_P3H9_SPI1_d050_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H9_SPI1_d050.noMT.filtered.deduped.bam
393	0.25	1	SOX2	A10	HEK293T	3	SOX2_0.25	393_HEK293T_P3A10_SOX2_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3A10_SOX2_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A10_SOX2_d025.noMT.filtered.deduped.bam
394	0.25	2	SOX2	B10	HEK293T	3	SOX2_0.25	394_HEK293T_P3B10_SOX2_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3B10_SOX2_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B10_SOX2_d025.noMT.filtered.deduped.bam
395	0.25	1	MYC	C10	HEK293T	3	MYC_0.25	395_HEK293T_P3C10_MYC_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3C10_MYC_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C10_MYC_d025.noMT.filtered.deduped.bam
396	0.25	2	MYC	D10	HEK293T	3	MYC_0.25	396_HEK293T_P3D10_MYC_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3D10_MYC_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D10_MYC_d025.noMT.filtered.deduped.bam
397	0.25	1	SPI1	E10	HEK293T	3	SPI1_0.25	397_HEK293T_P3E10_SPI1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3E10_SPI1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E10_SPI1_d025.noMT.filtered.deduped.bam
398	0.25	2	SPI1	F10	HEK293T	3	SPI1_0.25	398_HEK293T_P3F10_SPI1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3F10_SPI1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F10_SPI1_d025.noMT.filtered.deduped.bam
399	0.25	3	SPI1	G10	HEK293T	3	SPI1_0.25	399_HEK293T_P3G10_SPI1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3G10_SPI1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G10_SPI1_d025.noMT.filtered.deduped.bam
400	0.25	4	SPI1	H10	HEK293T	3	SPI1_0.25	400_HEK293T_P3H10_SPI1_d025	../../output/01-preprocessing/output/peaks/HEK293T_P3H10_SPI1_d025_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H10_SPI1_d025.noMT.filtered.deduped.bam
401	0.05	1	SOX2	A11	HEK293T	3	SOX2_0.05	401_HEK293T_P3A11_SOX2_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3A11_SOX2_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A11_SOX2_d005.noMT.filtered.deduped.bam
402	0.05	2	SOX2	B11	HEK293T	3	SOX2_0.05	402_HEK293T_P3B11_SOX2_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3B11_SOX2_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B11_SOX2_d005.noMT.filtered.deduped.bam
403	0.05	1	MYC	C11	HEK293T	3	MYC_0.05	403_HEK293T_P3C11_MYC_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3C11_MYC_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3C11_MYC_d005.noMT.filtered.deduped.bam
404	0.05	2	MYC	D11	HEK293T	3	MYC_0.05	404_HEK293T_P3D11_MYC_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3D11_MYC_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3D11_MYC_d005.noMT.filtered.deduped.bam
405	0.05	1	SPI1	E11	HEK293T	3	SPI1_0.05	405_HEK293T_P3E11_SPI1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3E11_SPI1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3E11_SPI1_d005.noMT.filtered.deduped.bam
406	0.05	2	SPI1	F11	HEK293T	3	SPI1_0.05	406_HEK293T_P3F11_SPI1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3F11_SPI1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3F11_SPI1_d005.noMT.filtered.deduped.bam
407	0.05	3	SPI1	G11	HEK293T	3	SPI1_0.05	407_HEK293T_P3G11_SPI1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3G11_SPI1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3G11_SPI1_d005.noMT.filtered.deduped.bam
408	0.05	4	SPI1	H11	HEK293T	3	SPI1_0.05	408_HEK293T_P3H11_SPI1_d005	../../output/01-preprocessing/output/peaks/HEK293T_P3H11_SPI1_d005_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3H11_SPI1_d005.noMT.filtered.deduped.bam
409	1	1	GFP	A12	HEK293T	3	GFP_1	409_HEK293T_P3A12_GFP_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3A12_GFP_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3A12_GFP_d100.noMT.filtered.deduped.bam
410	1	2	GFP	B12	HEK293T	3	GFP_1	410_HEK293T_P3B12_GFP_d100	../../output/01-preprocessing/output/peaks/HEK293T_P3B12_GFP_d100_summits.bed	../../output/01-preprocessing/output/bams/deduped/HEK293T_P3B12_GFP_d100.noMT.filtered.deduped.bam
